region,listing_no,listing_title,image_file,image_no,page,width,height,caption,extracted
Peak District & East Midlands,40,"WINCLE, RIVER DANE",peak_district_east_midlands_listing_40_1.jpg,1,90,581,543,,copied
Peak District & East Midlands,44,MERMAID’S POOL / BLAKE MERE,peak_district_east_midlands_listing_44_1.jpg,1,86,284,207,,copied
Peak District & East Midlands,45,PIKE POOL,peak_district_east_midlands_listing_45_1.jpg,1,90,874,546,,copied
Peak District & East Midlands,46,"STEPPING STONES, DOVEDALE",peak_district_east_midlands_listing_46_1.jpg,1,86,284,205,,copied
Peak District & East Midlands,46,"STEPPING STONES, DOVEDALE",peak_district_east_midlands_listing_46_2.jpg,2,91,581,542,,copied
Peak District & East Midlands,47,"OKEOVER BRIDGE, RIVER DOVE",peak_district_east_midlands_listing_47_1.jpg,1,86,284,204,,copied
Peak District & East Midlands,47,"OKEOVER BRIDGE, RIVER DOVE",peak_district_east_midlands_listing_47_2.jpg,2,91,284,263,,copied
Peak District & East Midlands,52,HORKSTOW BRIDGE,peak_district_east_midlands_listing_52_1.jpg,1,91,280,267,,copied
Peak District & East Midlands,60,HOVERINGHAM LAKES SAILING CLUB,peak_district_east_midlands_listing_60_1.jpg,1,91,581,542,,copied
Pennines & York Moors,1,"CRAMMEL LINN, R IRTHING",pennines_york_moors_listing_01_1.jpg,1,155,581,542,,copied
Pennines & York Moors,5,"CAWFIELD QUARRY, HADRIAN'S WALL",pennines_york_moors_listing_05_1.jpg,1,155,284,263,,copied
Pennines & York Moors,7,"PLANKEY MILL, R ALLEN",pennines_york_moors_listing_07_1.jpg,1,155,280,267,,copied
Pennines & York Moors,8,"CHOLLERFORD, R NORTH TYNE",pennines_york_moors_listing_08_1.jpg,1,154,280,209,,copied
Pennines & York Moors,8,"CHOLLERFORD, R NORTH TYNE",pennines_york_moors_listing_08_2.jpg,2,154,284,204,,copied
Pennines & York Moors,22,"LOW FORCE, R TEES",pennines_york_moors_listing_22_1.jpg,1,156,874,546,,copied
Pennines & York Moors,22,"LOW FORCE, R TEES",pennines_york_moors_listing_22_2.jpg,2,156,284,263,,copied
Pennines & York Moors,26,"EGGLESTONE ABBEY BRIDGE, R TEES",pennines_york_moors_listing_26_1.jpg,1,156,874,546,,copied
Pennines & York Moors,34,"COD BECK, OSMOTHERLEY",pennines_york_moors_listing_34_1.jpg,1,157,581,542,,copied
Pennines & York Moors,34,"COD BECK, OSMOTHERLEY",pennines_york_moors_listing_34_2.jpg,2,157,284,263,,copied
Pennines & York Moors,37,GORMIRE LAKE,pennines_york_moors_listing_37_1.jpg,1,157,874,546,,copied
Pennines & York Moors,37,GORMIRE LAKE,pennines_york_moors_listing_37_2.jpg,2,157,284,263,,copied
Pennines & York Moors,40,HOB HOLE,pennines_york_moors_listing_40_1.jpg,1,157,284,263,,copied
Pennines & York Moors,43,"LEALHOLM, R ESK",pennines_york_moors_listing_43_1.jpg,1,158,581,542,,copied
Pennines & York Moors,46,FALLING FOSS,pennines_york_moors_listing_46_1.jpg,1,152,1933,1196,,copied
Pennines & York Moors,46,FALLING FOSS,pennines_york_moors_listing_46_2.jpg,2,158,284,263,,copied
Pennines & York Moors,47,NELLY AYRE FOSS,pennines_york_moors_listing_47_1.jpg,1,158,284,263,,copied
Pennines & York Moors,50,THOMASON FOSS,pennines_york_moors_listing_50_1.jpg,1,158,581,543,,copied
Pennines & York Moors,50,THOMASON FOSS,pennines_york_moors_listing_50_2.jpg,2,158,280,267,,copied
Pennines & York Moors,52,"SINNINGTON, R SEVEN",pennines_york_moors_listing_52_1.jpg,1,158,284,263,,copied
River Thames & Oxfordshire,4,"ASTHALL, R WINDRUSH",river_thames_oxfordshire_listing_04_1.jpg,1,66,284,263,,copied
River Thames & Oxfordshire,5,"MINSTER LOVELL HALL, RIVER WINDRUSH",river_thames_oxfordshire_listing_05_1.jpg,1,66,280,267,,copied
River Thames & Oxfordshire,6,"STONESFIELD, RIVER EVENLODE",river_thames_oxfordshire_listing_06_1.jpg,1,66,284,263,,copied
River Thames & Oxfordshire,8,LECHLADE-ON-THAMES,river_thames_oxfordshire_listing_08_1.jpg,1,65,284,207,,copied
River Thames & Oxfordshire,8,LECHLADE-ON-THAMES,river_thames_oxfordshire_listing_08_2.jpg,2,65,284,205,,copied
River Thames & Oxfordshire,8,LECHLADE-ON-THAMES,river_thames_oxfordshire_listing_08_3.jpg,3,66,581,542,,copied
River Thames & Oxfordshire,9,"CHEESE WHARF, RIVER THAMES",river_thames_oxfordshire_listing_09_1.jpg,1,66,581,542,,copied
River Thames & Oxfordshire,10,"BUSCOT WEIR, R THAMES",river_thames_oxfordshire_listing_10_1.jpg,1,63,1933,1196,,copied
River Thames & Oxfordshire,10,"BUSCOT WEIR, R THAMES",river_thames_oxfordshire_listing_10_2.jpg,2,65,284,204,,copied
River Thames & Oxfordshire,10,"BUSCOT WEIR, R THAMES",river_thames_oxfordshire_listing_10_3.jpg,3,66,280,267,,copied
River Thames & Oxfordshire,12,GRAFTON LOCK TO RUSHEY LOCK,river_thames_oxfordshire_listing_12_1.jpg,1,66,284,263,,copied
River Thames & Oxfordshire,13,"CHIMNEY MEADOWS, R THAMES",river_thames_oxfordshire_listing_13_1.jpg,1,65,284,207,,copied
River Thames & Oxfordshire,13,"CHIMNEY MEADOWS, R THAMES",river_thames_oxfordshire_listing_13_2.jpg,2,66,284,263,,copied
River Thames & Oxfordshire,15,"SWINFORD BRIDGE, R THAMES",river_thames_oxfordshire_listing_15_1.jpg,1,67,284,263,,copied
River Thames & Oxfordshire,16,"PORT MEADOW, R THAMES",river_thames_oxfordshire_listing_16_1.jpg,1,65,284,204,,copied
River Thames & Oxfordshire,16,"PORT MEADOW, R THAMES",river_thames_oxfordshire_listing_16_2.jpg,2,67,874,546,,copied
River Thames & Oxfordshire,16,"PORT MEADOW, R THAMES",river_thames_oxfordshire_listing_16_3.jpg,3,67,284,263,,copied
River Thames & Oxfordshire,17,"PARSON’S PLEASURE, R CHERWELL",river_thames_oxfordshire_listing_17_1.jpg,1,67,284,263,,copied
River Thames & Oxfordshire,19,"APPLEFORD, R THAMES",river_thames_oxfordshire_listing_19_1.jpg,1,67,285,263,,copied
River Thames & Oxfordshire,20,"CLIFTON HAMPDEN, R THAMES",river_thames_oxfordshire_listing_20_1.jpg,1,65,284,204,,copied
River Thames & Oxfordshire,23,PANGBOURNE MEADOWS & GORING,river_thames_oxfordshire_listing_23_1.jpg,1,67,874,546,,copied
River Thames & Oxfordshire,25,"AXFORD, R KENNET",river_thames_oxfordshire_listing_25_1.jpg,1,68,285,263,,copied
River Thames & Oxfordshire,26,"MARSH BENHAM, R KENNET",river_thames_oxfordshire_listing_26_1.jpg,1,68,285,263,,copied
River Thames & Oxfordshire,27,WOOLHAMPTON LAKE & R KENNET,river_thames_oxfordshire_listing_27_1.jpg,1,68,285,263,,copied
River Thames & Oxfordshire,28,"SULHAMSTEAD, R KENNET",river_thames_oxfordshire_listing_28_1.jpg,1,68,581,542,,copied
River Thames & Oxfordshire,32,HUGHENDEN STREAM,river_thames_oxfordshire_listing_32_1.jpg,1,68,284,263,,copied
River Thames & Oxfordshire,36,"ASTON FERRY & HENLEY, R THAMES",river_thames_oxfordshire_listing_36_1.jpg,1,68,581,542,,copied
River Thames & Oxfordshire,37,"HURLEY ISLAND, THAMES",river_thames_oxfordshire_listing_37_1.jpg,1,69,874,546,,copied
River Thames & Oxfordshire,44,DENHAM LOCK WOODS,river_thames_oxfordshire_listing_44_1.jpg,1,69,284,265,,copied
River Thames & Oxfordshire,50,WRAYSBURY & HORTON LAKES,river_thames_oxfordshire_listing_50_1.jpg,1,69,285,267,,copied
River Thames & Oxfordshire,54,"HEATH POND, CROWTHORNE",river_thames_oxfordshire_listing_54_1.jpg,1,69,284,263,,copied
South Lake District,1,TONGUE POT & ESK FALLS,south_lake_district_listing_01_1.jpg,1,140,874,546,,copied
South Lake District,1,TONGUE POT & ESK FALLS,south_lake_district_listing_01_2.jpg,2,140,284,263,,copied
South Lake District,1,TONGUE POT & ESK FALLS,south_lake_district_listing_01_3.jpg,3,140,280,267,,copied
South Lake District,1,TONGUE POT & ESK FALLS,south_lake_district_listing_01_4.jpg,4,140,284,541,,copied
South Lake District,3,"GILL FORCE, RIVER ESK",south_lake_district_listing_03_1.jpg,1,139,284,204,,copied
South Lake District,4,STANLEY FORCE & DALEGARTH BRIDGE,south_lake_district_listing_04_1.jpg,1,137,1932,1196,,copied
South Lake District,6,"BIRKS BRIDGE, DUDDON",south_lake_district_listing_06_1.jpg,1,140,577,546,,copied
South Lake District,9,"ULPHA BRIDGE, DUDDON",south_lake_district_listing_09_1.jpg,1,139,284,204,,copied
South Lake District,9,"ULPHA BRIDGE, DUDDON",south_lake_district_listing_09_2.jpg,2,141,874,546,,copied
South Lake District,12,DUDDON BRIDGE,south_lake_district_listing_12_1.jpg,1,139,284,204,,copied
South Lake District,13,HODGE CLOSE QUARRY,south_lake_district_listing_13_1.jpg,1,139,284,204,,copied
South Lake District,13,HODGE CLOSE QUARRY,south_lake_district_listing_13_2.jpg,2,141,284,263,,copied
South Lake District,14,HOLME FELL LAKE,south_lake_district_listing_14_1.jpg,1,141,874,546,,copied
South Lake District,17,TRANEARTH/BANISHEAD QUARRY,south_lake_district_listing_17_1.jpg,1,141,581,542,,copied
South Lake District,17,TRANEARTH/BANISHEAD QUARRY,south_lake_district_listing_17_2.jpg,2,141,285,263,,copied
South Lake District,21,"PEEL ISLAND, CONISTON",south_lake_district_listing_21_1.jpg,1,139,284,204,,copied
South Lake District,21,"PEEL ISLAND, CONISTON",south_lake_district_listing_21_2.jpg,2,139,280,209,,copied
South Lake District,21,"PEEL ISLAND, CONISTON",south_lake_district_listing_21_3.jpg,3,142,874,546,,copied
South Lake District,23,HIGH WRAY BAY/WRAY CASTLE,south_lake_district_listing_23_1.jpg,1,142,284,263,,copied
South Lake District,26,ESTHWAITE WATER,south_lake_district_listing_26_1.jpg,1,142,874,547,,copied
South Lake District,31,HIGH DAM & BOBBIN MILL,south_lake_district_listing_31_1.jpg,1,143,285,261,,copied
South Lake District,33,STICKLE GHYLL,south_lake_district_listing_33_1.jpg,1,143,284,542,,copied
South Lake District,38,RYDAL WATER,south_lake_district_listing_38_1.jpg,1,143,581,542,,copied
South Lake District,38,RYDAL WATER,south_lake_district_listing_38_2.jpg,2,143,284,263,,copied
South Lake District,40,"STOCKGHYLL FORCE, AMBLESIDE",south_lake_district_listing_40_1.jpg,1,144,284,263,,copied
South Lake District,41,LOUGHRIGG TARN,south_lake_district_listing_41_1.jpg,1,144,581,543,,copied
South Lake District,42,"ELTERWATER, RIVER BRATHAY",south_lake_district_listing_42_1.jpg,1,144,284,263,,copied
South Lake District,45,"ROMAN FORT, BRATHAY PARK",south_lake_district_listing_45_1.jpg,1,144,284,263,,copied
South Lake District,47,"CLEFT GHYLL, SADGILL",south_lake_district_listing_47_1.jpg,1,144,280,268,,copied
South Lake District,47,"CLEFT GHYLL, SADGILL",south_lake_district_listing_47_2.jpg,2,144,285,267,,copied
South Lake District,52,"WILSON PLACE, RIVER KENT",south_lake_district_listing_52_1.jpg,1,144,285,263,,copied
Southern Midlands,5,"TRIMPLEY, RIVER SEVERN",southern_midlands_listing_05_1.jpg,1,80,284,261,,copied
Southern Midlands,9,"KINGSWOOD COMMON, RIVER TEME",southern_midlands_listing_09_1.jpg,1,80,581,542,,copied
Southern Midlands,10,"BRANSFORD, RIVER TEME",southern_midlands_listing_10_1.jpg,1,80,284,263,,copied
Southern Midlands,13,"PERSHORE OLD BRIDGE, RIVER AVON",southern_midlands_listing_13_1.jpg,1,80,284,265,,copied
Southern Midlands,15,"MARLCLIFF, BIDFORD-ON-AVON",southern_midlands_listing_15_1.jpg,1,80,284,263,,copied
Southern Midlands,16,WELFORD-ON-AVON,southern_midlands_listing_16_1.jpg,1,80,285,263,,copied
Southern Midlands,18,STRATFORD & ALVESTON,southern_midlands_listing_18_1.jpg,1,79,284,205,,copied
Southern Midlands,18,STRATFORD & ALVESTON,southern_midlands_listing_18_2.jpg,2,79,280,209,,copied
Southern Midlands,18,STRATFORD & ALVESTON,southern_midlands_listing_18_3.jpg,3,80,284,263,,copied
Southern Midlands,19,"HAMPTON LUCY, RIVER AVON",southern_midlands_listing_19_1.jpg,1,79,284,207,,copied
Southern Midlands,23,"ESSEX BRIDGE, RIVER TRENT",southern_midlands_listing_23_1.jpg,1,81,581,543,,copied
Southern Midlands,24,BROCTON QUARRY POOLS,southern_midlands_listing_24_1.jpg,1,81,284,263,,copied
Southern Midlands,25,"STONYBROOK POOL, CANNOCK CHASE",southern_midlands_listing_25_1.jpg,1,81,284,263,,copied
Southern Midlands,32,"TUTBURY CASTLE, RIVER DOVE",southern_midlands_listing_32_1.jpg,1,81,581,542,,copied
Southern Midlands,32,"TUTBURY CASTLE, RIVER DOVE",southern_midlands_listing_32_2.jpg,2,81,284,263,,copied
Southern Midlands,36,"THORTIT LAKE, OAKTHORPE",southern_midlands_listing_36_1.jpg,1,82,284,263,,copied
Southern Midlands,37,"ANCHOR CHURCH, RIVER TRENT",southern_midlands_listing_37_1.jpg,1,77,1933,1195,,copied
Southern Midlands,42,NORMANTON ON SOAR,southern_midlands_listing_42_1.jpg,1,82,280,267,,copied
Southern Midlands,44,"STANFORD, RIVER SOAR",southern_midlands_listing_44_1.jpg,1,82,284,263,,copied
Southern Midlands,46,BARROW UPON SOAR,southern_midlands_listing_46_1.jpg,1,82,581,542,,copied
Southern Midlands,51,"COTTINGHAM, RIVER WELLAND",southern_midlands_listing_51_1.jpg,1,82,581,542,,copied
Southern Midlands,53,RUTLAND WATER BEACH,southern_midlands_listing_53_1.jpg,1,79,285,205,,copied
Southern Midlands,58,"WADENHOE, R NENE",southern_midlands_listing_58_1.jpg,1,83,580,542,,copied
Southern Midlands,63,"PAVENHAM, GREAT OUSE",southern_midlands_listing_63_1.jpg,1,83,581,542,,copied
Southern Midlands,65,"OLNEY, GREAT OUSE",southern_midlands_listing_65_1.jpg,1,79,284,205,,copied
Southern Midlands,65,"OLNEY, GREAT OUSE",southern_midlands_listing_65_2.jpg,2,83,284,263,,copied
West Wales To Brecon Beacons,1,"SEALYHAM WOODS, LAKE & RAVINE",west_wales_to_brecon_beacons_listing_01_1.jpg,1,95,280,267,,copied
West Wales To Brecon Beacons,2,"ROSEBUSH QUARRY, MYNYDD PRESELI",west_wales_to_brecon_beacons_listing_02_1.jpg,1,95,581,544,,copied
West Wales To Brecon Beacons,4,"NEVERN, R NEYFER",west_wales_to_brecon_beacons_listing_04_1.jpg,1,95,284,263,,copied
West Wales To Brecon Beacons,5,"TEIFI GORGE, CILGERRAN",west_wales_to_brecon_beacons_listing_05_1.jpg,1,95,874,546,,copied
West Wales To Brecon Beacons,6,FFYNONE WOOD WATERFALLS,west_wales_to_brecon_beacons_listing_06_1.jpg,1,96,581,543,,copied
West Wales To Brecon Beacons,7,"CENARTH, RIVER TEIFI",west_wales_to_brecon_beacons_listing_07_1.jpg,1,95,284,263,,copied
West Wales To Brecon Beacons,7,"CENARTH, RIVER TEIFI",west_wales_to_brecon_beacons_listing_07_2.jpg,2,95,284,263,,copied
West Wales To Brecon Beacons,11,ABERGORLECH & TALLEY ABBEY,west_wales_to_brecon_beacons_listing_11_1.jpg,1,96,284,263,,copied
West Wales To Brecon Beacons,12,CASTELL DRYSLWYN,west_wales_to_brecon_beacons_listing_12_1.jpg,1,96,284,265,,copied
West Wales To Brecon Beacons,17,LLYN Y FAN FAWR & STREAM,west_wales_to_brecon_beacons_listing_17_1.jpg,1,94,284,207,,copied
West Wales To Brecon Beacons,17,LLYN Y FAN FAWR & STREAM,west_wales_to_brecon_beacons_listing_17_2.jpg,2,94,280,209,,copied
West Wales To Brecon Beacons,20,HENRHYD FALLS,west_wales_to_brecon_beacons_listing_20_1.jpg,1,96,285,263,,copied
West Wales To Brecon Beacons,21,SGWD GWLADUS & EINION GAM,west_wales_to_brecon_beacons_listing_21_1.jpg,1,92,1933,1196,,copied
West Wales To Brecon Beacons,21,SGWD GWLADUS & EINION GAM,west_wales_to_brecon_beacons_listing_21_2.jpg,2,96,284,263,,copied
West Wales To Brecon Beacons,22,NEDD FECHAN WATERFALLS,west_wales_to_brecon_beacons_listing_22_1.jpg,1,96,581,542,,copied
West Wales To Brecon Beacons,22,NEDD FECHAN WATERFALLS,west_wales_to_brecon_beacons_listing_22_2.jpg,2,97,874,546,,copied
West Wales To Brecon Beacons,23,DDINAS SILICA MINE & SYCHRYD FALLS,west_wales_to_brecon_beacons_listing_23_1.jpg,1,96,285,262,,copied
West Wales To Brecon Beacons,25,"YSTRADFELLTE FALLS, AFON MELLTE",west_wales_to_brecon_beacons_listing_25_1.jpg,1,94,285,204,,copied
West Wales To Brecon Beacons,25,"YSTRADFELLTE FALLS, AFON MELLTE",west_wales_to_brecon_beacons_listing_25_2.jpg,2,97,284,263,,copied
West Wales To Brecon Beacons,26,LLYN CWM LLWCH & CORN DU,west_wales_to_brecon_beacons_listing_26_1.jpg,1,97,284,263,,copied
West Wales To Brecon Beacons,27,NANT SERE WATERFALLS & WOODS,west_wales_to_brecon_beacons_listing_27_1.jpg,1,94,284,403,,copied
West Wales To Brecon Beacons,27,NANT SERE WATERFALLS & WOODS,west_wales_to_brecon_beacons_listing_27_2.jpg,2,97,581,542,,copied
West Wales To Brecon Beacons,28,"BLAEN-Y-GLYN FALLS, CAERFANELL",west_wales_to_brecon_beacons_listing_28_1.jpg,1,98,581,542,,copied
West Wales To Brecon Beacons,28,"BLAEN-Y-GLYN FALLS, CAERFANELL",west_wales_to_brecon_beacons_listing_28_2.jpg,2,98,284,263,,copied
West Wales To Brecon Beacons,28,"BLAEN-Y-GLYN FALLS, CAERFANELL",west_wales_to_brecon_beacons_listing_28_3.jpg,3,98,284,263,,copied
West Wales To Brecon Beacons,29,TALYBONT RESERVOIR,west_wales_to_brecon_beacons_listing_29_1.jpg,1,97,284,263,,copied
West Wales To Brecon Beacons,30,PONT-SARN BLUE POOL,west_wales_to_brecon_beacons_listing_30_1.jpg,1,97,285,263,,copied
West Wales To Brecon Beacons,33,"LLANGYNIDR, RIVER USK",west_wales_to_brecon_beacons_listing_33_1.jpg,1,94,284,207,,copied
West Wales To Brecon Beacons,33,"LLANGYNIDR, RIVER USK",west_wales_to_brecon_beacons_listing_33_2.jpg,2,94,280,209,,copied
West Wales To Brecon Beacons,33,"LLANGYNIDR, RIVER USK",west_wales_to_brecon_beacons_listing_33_3.jpg,3,98,874,546,,copied
West Wales To Brecon Beacons,34,"CRICKHOWELL, RIVER USK",west_wales_to_brecon_beacons_listing_34_1.jpg,1,98,284,263,,copied
West Wales To Brecon Beacons,35,"UPPER CWM BRIDGE, LLANBEDR",west_wales_to_brecon_beacons_listing_35_1.jpg,1,99,284,263,,copied
West Wales To Brecon Beacons,37,PWLL-Y-WRACH WATERFALL,west_wales_to_brecon_beacons_listing_37_1.jpg,1,99,284,263,,copied
West Wales To Brecon Beacons,38,"LLANWENARTH, RIVER USK",west_wales_to_brecon_beacons_listing_38_1.jpg,1,99,581,542,,copied
West Wales To Brecon Beacons,38,"LLANWENARTH, RIVER USK",west_wales_to_brecon_beacons_listing_38_2.jpg,2,99,284,263,,copied
West Wales To Brecon Beacons,39,KEEPER’S POND & PUNCHBOWL,west_wales_to_brecon_beacons_listing_39_1.jpg,1,98,581,542,,copied
West Wales To Brecon Beacons,40,"PUNCHBOWL LAKE, BLORENGE",west_wales_to_brecon_beacons_listing_40_1.jpg,1,98,284,263,,copied
West Wales To Brecon Beacons,41,"ST CADOC’S AT THE BRYN, RIVER USK",west_wales_to_brecon_beacons_listing_41_1.jpg,1,99,284,263,,copied
West Wales To Brecon Beacons,42,"CLYTHA, RIVER USK",west_wales_to_brecon_beacons_listing_42_1.jpg,1,99,581,542,,copied
West Wales To Brecon Beacons,44,"DIPPING BRIDGE, MERTHYR MAWR",west_wales_to_brecon_beacons_listing_44_1.jpg,1,99,285,265,,copied
West Wales To Brecon Beacons,45,RHONDDA FAWR WATERFALLS,west_wales_to_brecon_beacons_listing_45_1.jpg,1,99,284,263,,copied
West Wales To Brecon Beacons,46,RHONDDA FACH WATERFALL,west_wales_to_brecon_beacons_listing_46_1.jpg,1,99,285,263,,copied
Wharfedale & Bowland,1,"CROOK O’LUNE, CATON",wharfedale_bowland_listing_01_1.jpg,1,126,285,263,,copied
Wharfedale & Bowland,7,"SLAIDBURN, RIVER HODDER",wharfedale_bowland_listing_07_1.jpg,1,126,284,265,,copied
Wharfedale & Bowland,8,"DUNSOP BR & WHITEWELL, R HODDER",wharfedale_bowland_listing_08_1.jpg,1,126,581,542,,copied
Wharfedale & Bowland,12,"MARLES WOOD, R RIBBLE",wharfedale_bowland_listing_12_1.jpg,1,127,581,542,,copied
Wharfedale & Bowland,13,"STAINFORTH FORCE, R RIBBLE",wharfedale_bowland_listing_13_1.jpg,1,127,285,263,,copied
Wharfedale & Bowland,13,"STAINFORTH FORCE, R RIBBLE",wharfedale_bowland_listing_13_2.jpg,2,127,581,542,,copied
Wharfedale & Bowland,13,"STAINFORTH FORCE, R RIBBLE",wharfedale_bowland_listing_13_3.jpg,3,127,282,263,,copied
Wharfedale & Bowland,14,CATRIGG FORCE,wharfedale_bowland_listing_14_1.jpg,1,127,284,263,,copied
Wharfedale & Bowland,15,JANET’S FOSS,wharfedale_bowland_listing_15_1.jpg,1,127,581,542,,copied
Wharfedale & Bowland,17,"GHAISTRILL’S STRID, GRASSINGTON",wharfedale_bowland_listing_17_1.jpg,1,128,285,263,,copied
Wharfedale & Bowland,17,"GHAISTRILL’S STRID, GRASSINGTON",wharfedale_bowland_listing_17_2.jpg,2,128,284,263,,copied
Wharfedale & Bowland,18,GRASSINGTON WEIR & LINTON FALLS,wharfedale_bowland_listing_18_1.jpg,1,125,284,204,,copied
Wharfedale & Bowland,18,GRASSINGTON WEIR & LINTON FALLS,wharfedale_bowland_listing_18_2.jpg,2,125,284,204,,copied
Wharfedale & Bowland,18,GRASSINGTON WEIR & LINTON FALLS,wharfedale_bowland_listing_18_3.jpg,3,127,284,263,,copied
Wharfedale & Bowland,18,GRASSINGTON WEIR & LINTON FALLS,wharfedale_bowland_listing_18_4.jpg,4,128,284,263,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_1.jpg,1,123,1933,1196,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_2.jpg,2,125,284,204,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_3.jpg,3,125,284,204,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_4.jpg,4,125,284,205,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_5.jpg,5,128,581,542,,copied
Wharfedale & Bowland,19,"LOUP SCAR, R WHARFE, BURNSALL",wharfedale_bowland_listing_19_6.jpg,6,128,280,267,,copied
Wharfedale & Bowland,20,"APPLETREEWICK, R WHARFE",wharfedale_bowland_listing_20_1.jpg,1,125,284,205,,copied
Wharfedale & Bowland,20,"APPLETREEWICK, R WHARFE",wharfedale_bowland_listing_20_2.jpg,2,128,874,546,,copied
Wharfedale & Bowland,20,"APPLETREEWICK, R WHARFE",wharfedale_bowland_listing_20_3.jpg,3,128,284,263,,copied
Wharfedale & Bowland,23,"BELOW THE STRID, R WHARFE",wharfedale_bowland_listing_23_1.jpg,1,126,284,204,,copied
Wharfedale & Bowland,23,"BELOW THE STRID, R WHARFE",wharfedale_bowland_listing_23_2.jpg,2,126,284,205,,copied
Wharfedale & Bowland,23,"BELOW THE STRID, R WHARFE",wharfedale_bowland_listing_23_3.jpg,3,129,284,263,,copied
Wharfedale & Bowland,24,"BOLTON ABBEY, R WHARFE",wharfedale_bowland_listing_24_1.jpg,1,126,284,204,,copied
Wharfedale & Bowland,24,"BOLTON ABBEY, R WHARFE",wharfedale_bowland_listing_24_2.jpg,2,129,874,546,,copied
Wharfedale & Bowland,25,"ADDINGHAM, R WHARFE",wharfedale_bowland_listing_25_1.jpg,1,129,284,263,,copied
Wharfedale & Bowland,28,POOLS ABOVE HOW STEAN GORGE,wharfedale_bowland_listing_28_1.jpg,1,129,284,263,,copied
Wharfedale & Bowland,34,"GOIT STOCK FALLS, HARDEN BECK",wharfedale_bowland_listing_34_1.jpg,1,129,284,263,,copied
Wharfedale & Bowland,36,"LUMB HOLE, CRIMSWORTH DEAN BECK",wharfedale_bowland_listing_36_1.jpg,1,129,284,265,,copied
Wharfedale & Bowland,37,GADDINGS DAM,wharfedale_bowland_listing_37_1.jpg,1,129,285,263,,copied
Wye Valley & Somerset Avon,2,SKENFRITH CASTLE,wye_valley_somerset_avon_listing_02_1.jpg,1,46,874,547,,copied
Wye Valley & Somerset Avon,3,"TREGATE BRIDGE, RIVER MONNOW",wye_valley_somerset_avon_listing_03_1.jpg,1,46,284,263,,copied
Wye Valley & Somerset Avon,5,SELLACK BOAT & HOARWITHY,wye_valley_somerset_avon_listing_05_1.jpg,1,46,285,263,,copied
Wye Valley & Somerset Avon,6,"BACKNEY COMMON, RIVER WYE",wye_valley_somerset_avon_listing_06_1.jpg,1,45,284,204,,copied
Wye Valley & Somerset Avon,7,"KERNE BRIDGE, R WYE",wye_valley_somerset_avon_listing_07_1.jpg,1,46,285,263,,copied
Wye Valley & Somerset Avon,8,"LOWER LYDBROOK PARK, R WYE",wye_valley_somerset_avon_listing_08_1.jpg,1,46,581,541,,copied
Wye Valley & Somerset Avon,9,SYMONDS YAT EAST & BIBLINS,wye_valley_somerset_avon_listing_09_1.jpg,1,45,284,205,,copied
Wye Valley & Somerset Avon,11,LOWER REDBROOK & BOAT INN,wye_valley_somerset_avon_listing_11_1.jpg,1,47,581,543,,copied
Wye Valley & Somerset Avon,12,"BIGSWEIR BRIDGE, R WYE",wye_valley_somerset_avon_listing_12_1.jpg,1,46,284,263,,copied
Wye Valley & Somerset Avon,13,LIVOX QUARRY WALK TO WYE GORGE,wye_valley_somerset_avon_listing_13_1.jpg,1,47,284,263,,copied
Wye Valley & Somerset Avon,17,ST ANTHONY’S WELL,wye_valley_somerset_avon_listing_17_1.jpg,1,47,280,267,,copied
Wye Valley & Somerset Avon,19,"ASHLEWORTH QUAY, RIVER SEVERN",wye_valley_somerset_avon_listing_19_1.jpg,1,47,582,542,,copied
Wye Valley & Somerset Avon,28,"LITTLE SOMERFORD, R AVON",wye_valley_somerset_avon_listing_28_1.jpg,1,48,581,542,,copied
Wye Valley & Somerset Avon,30,"LACOCK ABBEY, AVON",wye_valley_somerset_avon_listing_30_1.jpg,1,48,285,263,,copied
Wye Valley & Somerset Avon,31,"WHADDON, R AVON",wye_valley_somerset_avon_listing_31_1.jpg,1,48,581,542,,copied
Wye Valley & Somerset Avon,31,"WHADDON, R AVON",wye_valley_somerset_avon_listing_31_2.jpg,2,48,284,263,,copied
Wye Valley & Somerset Avon,33,BRADFORD-ON-AVON SAILING CLUB,wye_valley_somerset_avon_listing_33_1.jpg,1,48,284,262,,copied
Wye Valley & Somerset Avon,34,BRADFORD-ON-AVON TITHE BARN,wye_valley_somerset_avon_listing_34_1.jpg,1,48,284,263,,copied
Wye Valley & Somerset Avon,35,"AVONCLIFF WEIR, BRADFORD ON AVON",wye_valley_somerset_avon_listing_35_1.jpg,1,48,285,263,,copied
Wye Valley & Somerset Avon,36,WELLOW BROOK,wye_valley_somerset_avon_listing_36_1.jpg,1,48,284,263,,copied
