name,country,county,lat,lng,total_routes,rocktype,already_on_map,url
Horley Ironstone Railway Cutting,England,Oxfordshire,52.0867,-1.3977,12,Iron Rock,,https://www.ukclimbing.com/logbook/crags/horley_ironstone_railway_cutting-27159
Devil's Mouth,England,Shropshire,52.54285,-2.82649,2,Rhyolite,,https://www.ukclimbing.com/logbook/crags/devils_mouth-30625
Llanymynech Quarry,England,Shropshire,52.7886,-3.0914,137,Limestone,,https://www.ukclimbing.com/logbook/crags/llanymynech_quarry-1070
Pontesford Rocks,England,Shropshire,52.6381,-2.8727,45,Welsh igneous,,https://www.ukclimbing.com/logbook/crags/pontesford_rocks-1062
Black Rocks Quarry,England,Somerset,51.46944,-2.79333,38,Limestone,,https://www.ukclimbing.com/logbook/crags/black_rocks_quarry-2124
Churchill Rocks,England,Somerset,51.3283,-2.7981,37,Limestone,,https://www.ukclimbing.com/logbook/crags/churchill_rocks-1578
North Quarry,England,Somerset,51.3025,-2.8822,61,Limestone,,https://www.ukclimbing.com/logbook/crags/north_quarry-2031
Rock of Ages (Burrington Combe),England,Somerset,51.3264,-2.753,42,Limestone,,https://www.ukclimbing.com/logbook/crags/rock_of_ages_burrington_combe-1577
Shipham Rocks,England,Somerset,51.30523,-2.78756,16,Limestone,,https://www.ukclimbing.com/logbook/crags/shipham_rocks-29435
The Ivystone,England,Somerset,51.2259,-3.6644,10,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/the_ivystone-2999
Wavering Down,England,Somerset,51.2991,-2.8519,16,Limestone,,https://www.ukclimbing.com/logbook/crags/wavering_down-21471
Wringstone Rocks,England,Somerset,51.3016,-2.8667,5,Limestone,,https://www.ukclimbing.com/logbook/crags/wringstone_rocks-19699
Roaches Upper Tier,England,Staffordshire,53.1582,-1.9926,313,Gritstone,yes,https://www.ukclimbing.com/logbook/crags/roaches_upper_tier-797
Box Hill,England,Surrey,51.2525,-0.3178,3,Chalk,,https://www.ukclimbing.com/logbook/crags/box_hill-3707
High Street Bridge,England,Warwickshire,52.2842,-1.5321,5,Crumbly rubbish,,https://www.ukclimbing.com/logbook/crags/high_street_bridge-25459
Backstone Beck,England,West Yorkshire,53.91564,-1.80739,4,Gritstone,,https://www.ukclimbing.com/logbook/crags/backstone_beck-18040
Harecroft,England,West Yorkshire,53.8202,-1.8774,19,Gritstone,,https://www.ukclimbing.com/logbook/crags/harecroft-19368
Lanshaw Rocks,England,West Yorkshire,53.8992,-1.7944,21,Gritstone,,https://www.ukclimbing.com/logbook/crags/lanshaw_rocks-12449
Yordas Gill,England,West Yorkshire,54.2071,-2.4521,1,Limestone,,https://www.ukclimbing.com/logbook/crags/yordas_gill-19718
North Hill,England,Worcestershire,52.11468,-2.33854,1,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/north_hill-19404
Beinn a' Bhuird,Scotland,Aberdeenshire,57.08772,-3.4998,113,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_a_bhuird-14626
Beinn a' Bhuird - Cnap a' Chleirich,Scotland,Aberdeenshire,57.0913,-3.4745,72,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_a_bhuird_-_cnap_a_chleirich-14629
Cairn Toul,Scotland,Aberdeenshire,57.05442,-3.71097,5,Granite,,https://www.ukclimbing.com/logbook/crags/cairn_toul-12802
Clachnaben,Scotland,Aberdeenshire,56.9681,-2.6342,66,Granite,,https://www.ukclimbing.com/logbook/crags/clachnaben-78
Lochnagar,Scotland,Aberdeenshire,56.9551,-3.237,338,Granite,,https://www.ukclimbing.com/logbook/crags/lochnagar-24
The Devil's Point,Scotland,Aberdeenshire,57.03578,-3.68889,5,Granite,,https://www.ukclimbing.com/logbook/crags/the_devils_point-11509
Banana Buttress,Scotland,Argyll and Bute,56.66708,-5.05131,8,Quartzite,,https://www.ukclimbing.com/logbook/crags/banana_buttress-9578
Beinn Bheag,Scotland,Argyll and Bute,56.7166,-5.40946,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_bheag_argyll_and_bute-13320
Beinn Eunaich,Scotland,Argyll and Bute,56.4503,-5.0268,7,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_eunaich-12667
Beinn Fhionnlaidh,Scotland,Argyll and Bute,56.60101,-5.10511,5,Ice,,https://www.ukclimbing.com/logbook/crags/beinn_fhionnlaidh_argyll_and_bute-12636
Beinn Trilleachan (Coire Criche),Scotland,Argyll and Bute,56.56278,-5.09861,1,Granite,,https://www.ukclimbing.com/logbook/crags/beinn_trilleachan_coire_criche-10436
Beinn a' Bheithir - Sgorr Bhan,Scotland,Argyll and Bute,56.65601,-5.16212,6,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_a_bheithir_-_sgorr_bhan-1651
Ben Buie,Scotland,Argyll and Bute,56.37496,-5.88179,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/ben_buie-13273
Ben More,Scotland,Argyll and Bute,56.4249,-6.014,3,Schist,,https://www.ukclimbing.com/logbook/crags/ben_more_argyll_and_bute-13269
Ben Starav,Scotland,Argyll and Bute,56.53905,-5.04993,15,Granite,,https://www.ukclimbing.com/logbook/crags/ben_starav-8563
Dun Athad (Islay),Scotland,Argyll and Bute,55.5838,-6.3114,1,Quartzite,,https://www.ukclimbing.com/logbook/crags/dun_athad_islay-26655
Loch Sguabain Crag,Scotland,Argyll and Bute,56.3978,-5.8486,6,Gabbro,,https://www.ukclimbing.com/logbook/crags/loch_sguabain_crag-32980
Meall an t-Suidhe,Scotland,Argyll and Bute,56.81,-5.05071,5,Schist,,https://www.ukclimbing.com/logbook/crags/meall_an_t-suidhe-3081
Stob Coir' an Albannaich,Scotland,Argyll and Bute,56.5548,-4.98024,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/stob_coir_an_albannaich-12665
Stob Ghabhar,Scotland,Argyll and Bute,56.5682,-4.8822,11,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/stob_ghabhar-3475
Stob Ghabhar - Meall Odhar,Scotland,Argyll and Bute,56.57565,-4.94749,3,Granite,,https://www.ukclimbing.com/logbook/crags/stob_ghabhar_-_meall_odhar-9009
The Cobbler,Scotland,Argyll and Bute,56.21299,-4.80816,163,Mica schist,yes,https://www.ukclimbing.com/logbook/crags/the_cobbler-594
Beinn Bharrain,Scotland,Arran,55.63276,-5.3354,5,Granite,,https://www.ukclimbing.com/logbook/crags/beinn_bharrain-33352
Caisteal Abhail,Scotland,Arran,55.6473,-5.2311,39,Granite,yes,https://www.ukclimbing.com/logbook/crags/caisteal_abhail-309
Cir Mhor,Scotland,Arran,55.6388,-5.2218,80,Granite,,https://www.ukclimbing.com/logbook/crags/cir_mhor-13421
Goatfell,Scotland,Arran,55.6258,-5.192,24,Granite,,https://www.ukclimbing.com/logbook/crags/goatfell-302
Mullach Buidhe,Scotland,Arran,55.63677,-5.18944,9,Granite,,https://www.ukclimbing.com/logbook/crags/mullach_buidhe_arran-11805
Mullwharchar,Scotland,Ayrshire,55.14978,-4.42732,12,Granite,,https://www.ukclimbing.com/logbook/crags/mullwharchar-13606
Maiden's Stone,Scotland,Borders,55.8356,-2.05547,3,Sandstone (soft),,https://www.ukclimbing.com/logbook/crags/maidens_stone-20622
Maiden Pap,Scotland,Caithness,58.24279,-3.62326,4,Conglomerate,,https://www.ukclimbing.com/logbook/crags/maiden_pap-13165
Morven,Scotland,Caithness,58.23431,-3.69673,2,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/morven_caithness-13158
Clatteringshaws Crag,Scotland,Dumfries and Galloway,55.0519,-4.2728,1,Granite,,https://www.ukclimbing.com/logbook/crags/clatteringshaws_crag-11990
Ainshval,Scotland,Hebrides,56.9657,-6.315,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/ainshval-13262
An Cliseam,Scotland,Hebrides,57.9637,-6.8124,8,Gneiss,,https://www.ukclimbing.com/logbook/crags/an_cliseam-13519
Barkeval,Scotland,Hebrides,56.99121,-6.31897,5,Gabbro,yes,https://www.ukclimbing.com/logbook/crags/barkeval-11859
Beannan a' Deas,Scotland,Hebrides,58.15256,-7.0087,19,Gneiss,,https://www.ukclimbing.com/logbook/crags/beannan_a_deas-26515
Beinn Choradail,Scotland,Hebrides,57.2752,-7.279,3,Gneiss,,https://www.ukclimbing.com/logbook/crags/beinn_choradail-11857
Beinn Mhor,Scotland,Hebrides,57.2587,-7.295,21,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_mhor_hebrides-25785
Eaval (Eabhal),Scotland,Hebrides,57.52801,-7.18309,6,Gneiss,,https://www.ukclimbing.com/logbook/crags/eaval_eabhal-13541
Gillaval Dubh,Scotland,Hebrides,57.9219,-6.8313,6,Gneiss,yes,https://www.ukclimbing.com/logbook/crags/gillaval_dubh-19935
Griomabhal,Scotland,Hebrides,58.0859,-7.072,11,Gneiss,,https://www.ukclimbing.com/logbook/crags/griomabhal-3277
Hecla,Scotland,Hebrides,57.29026,-7.27131,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/hecla-13537
Mealaisbhal,Scotland,Hebrides,58.1337,-7.0588,9,Gneiss,,https://www.ukclimbing.com/logbook/crags/mealaisbhal-13493
Roineabhal,Scotland,Hebrides,57.7664,-6.9754,8,Gneiss,,https://www.ukclimbing.com/logbook/crags/roineabhal_hebrides-13528
Sròn Scoust,Scotland,Hebrides,57.9838,-6.8997,3,Gneiss,,https://www.ukclimbing.com/logbook/crags/sron_scoust-28530
Suaineabhal,Scotland,Hebrides,58.1699,-6.9713,6,Gneiss,,https://www.ukclimbing.com/logbook/crags/suaineabhal-13501
Tathabhal,Scotland,Hebrides,58.12706,-7.02614,4,Gneiss,,https://www.ukclimbing.com/logbook/crags/tathabhal-11790
Am Bodach,Scotland,Highland,56.7418,-4.9838,6,Schist,,https://www.ukclimbing.com/logbook/crags/am_bodach_highland-12694
An Ruadh-Mheallan,Scotland,Highland,57.59149,-5.62247,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/an_ruadh-mheallan-13031
An Ruadh-Stac,Scotland,Highland,57.4749,-5.4684,6,Quartzite,,https://www.ukclimbing.com/logbook/crags/an_ruadh-stac-11641
Aonach Beag - Sgurr a' Bhuic,Scotland,Highland,56.7886,-4.9421,7,Schist,,https://www.ukclimbing.com/logbook/crags/aonach_beag_-_sgurr_a_bhuic-14800
Aonach Dubh,Scotland,Highland,56.65501,-5.02823,244,Andesite,yes,https://www.ukclimbing.com/logbook/crags/aonach_dubh-23162
Aonach Eagach - Sgorr nam Fiannaidh,Scotland,Highland,56.67945,-5.03752,26,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/aonach_eagach_-_sgorr_nam_fiannaidh-562
Aonach Mor,Scotland,Highland,56.813,-4.9618,137,Granite,,https://www.ukclimbing.com/logbook/crags/aonach_mor-649
Aonach air Chrith,Scotland,Highland,57.12515,-5.22133,12,Schist,,https://www.ukclimbing.com/logbook/crags/aonach_air_chrith-12867
Askival,Scotland,Highland,56.9744,-6.2917,48,Gabbro,yes,https://www.ukclimbing.com/logbook/crags/askival-11861
Baosbheinn,Scotland,Highland,57.62837,-5.56855,6,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/baosbheinn-11249
Beinn Damh,Scotland,Highland,57.49266,-5.51817,22,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/beinn_damh-11664
Beinn Dearg Mor,Scotland,Highland,57.76591,-5.31032,8,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_dearg_mor-2836
Beinn Eighe,Scotland,Highland,57.5861,-5.4383,214,Quartzite,,https://www.ukclimbing.com/logbook/crags/beinn_eighe-774
Beinn Eighe - Sail Mhor,Scotland,Highland,57.58808,-5.45127,18,Quartzite,,https://www.ukclimbing.com/logbook/crags/beinn_eighe_-_sail_mhor-14765
Beinn Fhada - Sgurr a' Choire Ghairbh,Scotland,Highland,57.2343,-5.3241,21,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_fhada_-_sgurr_a_choire_ghairbh-26275
Beinn Lair,Scotland,Highland,57.7038,-5.3892,19,Schist,,https://www.ukclimbing.com/logbook/crags/beinn_lair-3673
Beinn Resipol,Scotland,Highland,56.7273,-5.65281,3,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_resipol-13313
Beinn Sgurrach,Scotland,Highland,57.19817,-4.48509,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_sgurrach-28280
Beinn a' Bheithir - Sgorr Dhonuill,Scotland,Highland,56.65054,-5.19808,9,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_a_bheithir_-_sgorr_dhonuill-12634
Beinn a' Chaorainn,Scotland,Highland,56.9287,-4.65383,10,Schist,,https://www.ukclimbing.com/logbook/crags/beinn_a_chaorainn_highland-2361
Beinn a' Chapuill,Scotland,Highland,57.17335,-5.58277,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_a_chapuill-12879
Beinn a' Chrulaiste,Scotland,Highland,56.6689,-4.8637,6,Granite,,https://www.ukclimbing.com/logbook/crags/beinn_a_chrulaiste-3674
Beinn an Eoin,Scotland,Highland,57.6225,-5.5099,2,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/beinn_an_eoin_highland-13029
Beinn na Caillich,Scotland,Highland,57.09819,-5.64043,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/beinn_na_caillich_highland-12903
Beinn na Seilg,Scotland,Highland,56.70002,-6.15367,25,Gabbro,,https://www.ukclimbing.com/logbook/crags/beinn_na_seilg-557
Ben Aden,Scotland,Highland,57.03082,-5.46445,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/ben_aden-12898
Ben Alder,Scotland,Highland,56.81384,-4.46527,29,Granite,,https://www.ukclimbing.com/logbook/crags/ben_alder-413
Ben Nevis,Scotland,Highland,56.79686,-5.00382,549,Andesite,yes,https://www.ukclimbing.com/logbook/crags/ben_nevis-16877
Bidean nam Bian,Scotland,Highland,56.6429,-5.0295,93,Rhyolite,,https://www.ukclimbing.com/logbook/crags/bidean_nam_bian-534
Bidean nam Bian - Stob Coire nam Beith,Scotland,Highland,56.64613,-5.03711,65,Andesite,,https://www.ukclimbing.com/logbook/crags/bidean_nam_bian_-_stob_coire_nam_beith-2137
Bidean nam Bian - Stob Coire nan Lochan,Scotland,Highland,56.6488,-5.02187,108,Andesite,,https://www.ukclimbing.com/logbook/crags/bidean_nam_bian_-_stob_coire_nan_lochan-533
Binnein Mor,Scotland,Highland,56.75437,-4.92591,4,Schist,,https://www.ukclimbing.com/logbook/crags/binnein_mor-12273
Binnein Shuas,Scotland,Highland,56.9098,-4.5259,77,Microgranite,,https://www.ukclimbing.com/logbook/crags/binnein_shuas-43
Buachaille Etive Mor,Scotland,Highland,56.64634,-4.9004,321,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/buachaille_etive_mor-387
Carn Mor Dearg,Scotland,Highland,56.80521,-4.98664,12,Granite,,https://www.ukclimbing.com/logbook/crags/carn_mor_dearg-9678
Carnmore Crag,Scotland,Highland,57.7418,-5.3937,100,Gneiss,,https://www.ukclimbing.com/logbook/crags/carnmore_crag-777
Creag Meagaidh - Meall Coire Choille-rais,Scotland,Highland,56.9409,-4.578,7,Schist,,https://www.ukclimbing.com/logbook/crags/creag_meagaidh_-_meall_coire_choille-rais-14712
Creag Mhor Tollaidh,Scotland,Highland,57.7356,-5.5898,1,Gneiss,,https://www.ukclimbing.com/logbook/crags/creag_mhor_tollaidh-29022
Creag a' Chuir Crags,Scotland,Highland,56.9343,-4.4577,13,Microgranite,,https://www.ukclimbing.com/logbook/crags/creag_a_chuir_crags-18244
Creag an Airgid,Scotland,Highland,56.7241,-6.1227,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/creag_an_airgid-28745
Creise - Stob a' Ghlais Choire,Scotland,Highland,56.62345,-4.87074,15,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/creise_-_stob_a_ghlais_choire-14746
Cul Beag West face,Scotland,Highland,58.0292,-5.155,35,Sandstone (hard),yes,https://www.ukclimbing.com/logbook/crags/cul_beag_west_face-1584
Diabaig,Scotland,Highland,57.5745,-5.6756,106,Gneiss,,https://www.ukclimbing.com/logbook/crags/diabaig-773
Fuar Tholl,Scotland,Highland,57.48529,-5.37913,63,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/fuar_tholl-3061
Garbh Bheinn,Scotland,Highland,56.7045,-5.4251,64,Psammite,yes,https://www.ukclimbing.com/logbook/crags/garbh_bheinn_highland-554
Geal-Charn - Sgor Iutharn,Scotland,Highland,56.83572,-4.47948,4,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/geal-charn_-_sgor_iutharn-3186
Gearr Aonach,Scotland,Highland,56.6564,-5.0005,87,Rhyolite,,https://www.ukclimbing.com/logbook/crags/gearr_aonach-474
Ladhar Bheinn,Scotland,Highland,57.07527,-5.59178,30,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/ladhar_bheinn-8578
Liathach - Spidean a' Choire Leith,Scotland,Highland,57.5641,-5.4636,200,Sandstone (hard),yes,https://www.ukclimbing.com/logbook/crags/liathach_-_spidean_a_choire_leith-715
Meall Aundrary,Scotland,Highland,57.6937,-5.6151,1,Gneiss,,https://www.ukclimbing.com/logbook/crags/meall_aundrary-21874
Meall Cumhann,Scotland,Highland,56.7829,-4.9839,5,Schist,,https://www.ukclimbing.com/logbook/crags/meall_cumhann-3082
Meall Gorm,Scotland,Highland,57.4047,-5.6988,30,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/meall_gorm_highland-3172
Meall Sanna,Scotland,Highland,56.7392,-6.1664,17,Gabbro,,https://www.ukclimbing.com/logbook/crags/meall_sanna-8766
Mullach Fraoch-Choire,Scotland,Highland,57.20534,-5.15563,5,Schist,,https://www.ukclimbing.com/logbook/crags/mullach_fraoch-choire-11602
Mullach nan Coirean,Scotland,Highland,56.7499,-5.0726,27,Granite,,https://www.ukclimbing.com/logbook/crags/mullach_nan_coirean-14060
Ruadh-stac Beag,Scotland,Highland,57.59696,-5.39363,5,Quartzite,yes,https://www.ukclimbing.com/logbook/crags/ruadh-stac_beag-13026
Sgorr Craobh a' Chaorainn,Scotland,Highland,56.8258,-5.45054,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgorr_craobh_a_chaorainn-13315
Sguman Coinntich,Scotland,Highland,57.31883,-5.36102,3,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sguman_coinntich-13007
Sgurr Ghiubhsachain,Scotland,Highland,56.81897,-5.48254,11,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_ghiubhsachain-10780
Sgurr Innse,Scotland,Highland,56.83316,-4.80413,3,Schist,,https://www.ukclimbing.com/logbook/crags/sgurr_innse-11428
Sgurr an Ursainn,Scotland,Highland,56.9238,-5.5115,1,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_an_ursainn-28746
Sgurr na Sgine,Scotland,Highland,57.1471,-5.3967,7,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_na_sgine-12872
Sgurr nan Ceannaichean,Scotland,Highland,57.48287,-5.19322,5,Schist,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_ceannaichean-11636
Sgurr nan Conbhairean,Scotland,Highland,57.1775,-5.0955,10,Psammite,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_conbhairean-12962
Sgurr nan Gabhar,Scotland,Highland,56.7514,-6.1406,10,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_gabhar-9888
Stob Ban,Scotland,Highland,56.74366,-5.03041,32,Mica schist,,https://www.ukclimbing.com/logbook/crags/stob_ban_highland-652
Stob Ban,Scotland,Highland,56.8107,-4.8412,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/stob_ban_highland-12698
Stob Coire Raineach,Scotland,Highland,56.65005,-4.95176,7,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/stob_coire_raineach-14885
Stob Coire Sgreamhach,Scotland,Highland,56.6383,-5.0105,19,Andesite,,https://www.ukclimbing.com/logbook/crags/stob_coire_sgreamhach-9928
The Saddle,Scotland,Highland,57.1624,-5.4147,11,Schist,yes,https://www.ukclimbing.com/logbook/crags/the_saddle-14788
Trallval,Scotland,Highland,56.9725,-6.31606,26,Gabbro,,https://www.ukclimbing.com/logbook/crags/trallval-20757
Cairn Gorm - Creag an Leth-choin (Lurcher's Crag),Scotland,Invernesshire,57.1095,-3.7049,106,Granite,,https://www.ukclimbing.com/logbook/crags/cairn_gorm_-_creag_an_leth-choin_lurchers_crag-14687
Cairn Gorm - Fiacaill Coire an t-Sneachda,Scotland,Invernesshire,57.10946,-3.6718,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/cairn_gorm_-_fiacaill_coire_an_t-sneachda-14647
Cairn Gorm - Stob Coire an t-Sneachda,Scotland,Invernesshire,57.1065,-3.6594,227,Granite,,https://www.ukclimbing.com/logbook/crags/cairn_gorm_-_stob_coire_an_t-sneachda-25
Sgor Gaoith (Gleann Einich),Scotland,Invernesshire,57.06871,-3.8113,39,Granite,,https://www.ukclimbing.com/logbook/crags/sgor_gaoith_gleann_einich-10316
Sgor an Lochain Uaine (The Angel's Peak),Scotland,Invernesshire,57.0581,-3.7259,23,Granite,,https://www.ukclimbing.com/logbook/crags/sgor_an_lochain_uaine_the_angels_peak-3612
Sgorr na Ciche (Pap of Glencoe),Scotland,Invernesshire,56.68881,-5.06294,2,Rhyolite,,https://www.ukclimbing.com/logbook/crags/sgorr_na_ciche_pap_of_glencoe-12627
Shelterstone Boulders,Scotland,Invernesshire,57.09448,-3.64643,20,Granite,,https://www.ukclimbing.com/logbook/crags/shelterstone_boulders-16738
The Slug,Scotland,Invernesshire,57.08553,-3.62377,2,Granite,,https://www.ukclimbing.com/logbook/crags/the_slug-18572
Am Basteir,Scotland,Isle of Skye,57.248,-6.203,28,Gabbro,,https://www.ukclimbing.com/logbook/crags/am_basteir-2739
An Caisteal West Face,Scotland,Isle of Skye,57.24089,-6.21236,7,Gabbro,,https://www.ukclimbing.com/logbook/crags/an_caisteal_west_face-19102
Belig,Scotland,Isle of Skye,57.24087,-6.07232,3,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/belig-13238
Bidein Druim nan Ramh,Scotland,Isle of Skye,57.23528,-6.21674,11,Gabbro,,https://www.ukclimbing.com/logbook/crags/bidein_druim_nan_ramh-17865
Bla Bheinn,Scotland,Isle of Skye,57.2196,-6.0934,61,Gabbro,,https://www.ukclimbing.com/logbook/crags/bla_bheinn-684
Bruach na Frithe,Scotland,Isle of Skye,57.24685,-6.21102,5,Gabbro,,https://www.ukclimbing.com/logbook/crags/bruach_na_frithe-10963
Bruach na Frithe - Sgurr na Fionn Choire,Scotland,Isle of Skye,57.24699,-6.20556,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/bruach_na_frithe_-_sgurr_na_fionn_choire-14863
Clach Glas,Scotland,Isle of Skye,57.22332,-6.08647,29,Gabbro,,https://www.ukclimbing.com/logbook/crags/clach_glas-1957
Creag Druim Eadar da Choire,Scotland,Isle of Skye,57.24139,-6.09889,16,Gabbro,,https://www.ukclimbing.com/logbook/crags/creag_druim_eadar_da_choire-11925
Druim nan Ramh,Scotland,Isle of Skye,57.2189,-6.1887,3,Gabbro,,https://www.ukclimbing.com/logbook/crags/druim_nan_ramh-24323
Garbh-bheinn,Scotland,Isle of Skye,57.23305,-6.09245,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/garbh-bheinn-13234
Gars-bheinn,Scotland,Isle of Skye,57.18907,-6.19227,3,Gabbro,,https://www.ukclimbing.com/logbook/crags/gars-bheinn-23176
Marsco,Scotland,Isle of Skye,57.24922,-6.13383,9,Granite,,https://www.ukclimbing.com/logbook/crags/marsco-3746
"North Crag, Sron na Ciche, Coir' a' Ghrunnda",Scotland,Isle of Skye,57.1967,-6.2281,6,Gabbro,,https://www.ukclimbing.com/logbook/crags/north_crag_sron_na_ciche_coir_a_ghrunnda-11892
Preshal More,Scotland,Isle of Skye,57.2822,-6.4322,2,Basalt,,https://www.ukclimbing.com/logbook/crags/preshal_more-3489
Sgurr Alasdair - Sgurr Sgumain,Scotland,Isle of Skye,57.2055,-6.2267,31,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_alasdair_-_sgurr_sgumain-14837
Sgurr Dearg (Inaccessible Pinnacle),Scotland,Isle of Skye,57.2133,-6.235,48,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_dearg_inaccessible_pinnacle-4141
Sgurr Dubh Mor,Scotland,Isle of Skye,57.2049,-6.21197,4,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_dubh_mor-14118
Sgurr Dubh an Da Bheinn,Scotland,Isle of Skye,57.20399,-6.21541,4,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_dubh_an_da_bheinn-10957
Sgurr Mhic Choinnich,Scotland,Isle of Skye,57.209,-6.2237,49,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_mhic_choinnich-14117
Sgurr Thearlaich,Scotland,Isle of Skye,57.2066,-6.22275,18,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_thearlaich-14771
Sgurr Thuilm,Scotland,Isle of Skye,57.23659,-6.24594,4,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_thuilm_isle_of_skye-19103
Sgurr a' Bhasteir,Scotland,Isle of Skye,57.25174,-6.20604,10,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_a_bhasteir-9908
Sgurr a' Ghreadaidh,Scotland,Isle of Skye,57.22752,-6.23459,20,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_a_ghreadaidh-2740
Sgurr a' Mhadaidh,Scotland,Isle of Skye,57.231,-6.2321,58,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_a_mhadaidh-8501
Sgurr an Fheadain,Scotland,Isle of Skye,57.24008,-6.22383,12,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_an_fheadain-2625
Sgurr na Banachdich,Scotland,Isle of Skye,57.22104,-6.24188,16,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_na_banachdich-11939
Sgurr na Stri,Scotland,Isle of Skye,57.196,-6.1409,6,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_na_stri-11904
Sgurr na h-Uamha,Scotland,Isle of Skye,57.23708,-6.18454,12,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_na_h-uamha-11880
Sgurr nan Each,Scotland,Isle of Skye,57.2291,-6.0812,8,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_each_isle_of_skye-16707
Sgurr nan Eag,Scotland,Isle of Skye,57.19566,-6.21131,9,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_eag-11900
Sgurr nan Gillean,Scotland,Isle of Skye,57.2481,-6.1924,21,Gabbro,,https://www.ukclimbing.com/logbook/crags/sgurr_nan_gillean_isle_of_skye-2551
Sgùrr Alasdair,Scotland,Isle of Skye,57.20651,-6.22413,13,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/sgurr_alasdair-13230
"South Crag, Sron Na Ciche, Coir' A' Ghrunnda",Scotland,Isle of Skye,57.1958,-6.2311,13,Gabbro,,https://www.ukclimbing.com/logbook/crags/south_crag_sron_na_ciche_coir_a_ghrunnda-8935
Spar cave,Scotland,Isle of Skye,57.13963,-6.06989,1,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/spar_cave-32885
Sron na Ciche,Scotland,Isle of Skye,57.2022,-6.2342,158,Gabbro,,https://www.ukclimbing.com/logbook/crags/sron_na_ciche-780
