region,listing_no,listing_title,image_file,image_no,page,width,height,caption,extracted
Northeast Scotland & Orkney,21,"Dwarfie Stane, Quoyness",northeast_scotland_orkney_listing_21_2.jpg,2,111,874,546,,copied
Northeast Scotland & Orkney,22,"Ring of Brodgar, Finstown",northeast_scotland_orkney_listing_22_1.jpg,1,111,577,385,,copied
Northeast Scotland & Orkney,22,"Ring of Brodgar, Finstown",northeast_scotland_orkney_listing_22_2.jpg,2,111,581,376,,copied
Northeast Scotland & Orkney,22,"Ring of Brodgar, Finstown",northeast_scotland_orkney_listing_22_3.jpg,3,112,577,265,,copied
Northeast Scotland & Orkney,22,"Ring of Brodgar, Finstown",northeast_scotland_orkney_listing_22_4.jpg,4,112,577,265,,copied
Northeast Scotland & Orkney,23,Skara Brae & Bay of Skaill,northeast_scotland_orkney_listing_23_1.jpg,1,112,878,548,,copied
Northern England,1,"Blencathra, Threlkeld",northern_england_listing_01_1.jpg,1,62,876,564,,copied
Northern England,1,"Blencathra, Threlkeld",northern_england_listing_01_2.jpg,2,62,577,324,,copied
Northern England,2,Castle Howe & Bassenthwaite Lake,northern_england_listing_02_1.jpg,1,62,284,306,,copied
Northern England,3,"Eveling's Rath, Hardknott Pass",northern_england_listing_03_1.jpg,1,62,874,564,,copied
Northern England,4,"Fairies Cave, Whitbarrow Scar, Witherslack",northern_england_listing_04_1.jpg,1,63,577,385,,copied
Northern England,5,"Fairy Church, Grange-over-Sands",northern_england_listing_05_1.jpg,1,63,577,385,,copied
Northern England,6,"Fairy Glen, Borrowdale",northern_england_listing_06_1.jpg,1,63,874,532,,copied
Northern England,7,"Fairy Steps, Beetham",northern_england_listing_07_1.jpg,1,63,577,559,,copied
Northern England,8,"Herding Neb, Seascale",northern_england_listing_08_1.jpg,1,64,581,324,,copied
Northern England,9,"Howk, Caldbeck",northern_england_listing_09_1.jpg,1,64,581,562,,copied
Northern England,10,"Long Meg and Her Daughters, Little Salkeld",northern_england_listing_10_1.jpg,1,64,282,562,,copied
Northern England,10,"Long Meg and Her Daughters, Little Salkeld",northern_england_listing_10_2.jpg,2,64,577,322,,copied
Northern England,11,"Pendragon Castle, Outhgill",northern_england_listing_11_1.jpg,1,64,581,564,,copied
Northern England,12,"Sandwick Rigg, Ullswater",northern_england_listing_12_1.jpg,1,65,577,361,,copied
Northern England,13,"Simon's Nick, Coniston",northern_england_listing_13_1.jpg,1,65,577,360,,copied
Northern England,13,"Simon's Nick, Coniston",northern_england_listing_13_2.jpg,2,65,577,356,,copied
Northern England,14,"Wharton Tarn, Hawkshead Hill",northern_england_listing_14_1.jpg,1,65,577,356,,copied
Northern England,15,Bishopton Fairy Hill,northern_england_listing_15_1.jpg,1,65,284,164,,copied
Northern England,16,"Drake Stone, Harbottle",northern_england_listing_16_1.jpg,1,65,280,179,,copied
Northern England,16,"Drake Stone, Harbottle",northern_england_listing_16_2.jpg,2,65,579,366,,copied
Northern England,17,"Druid's Lapful, Yeavering",northern_england_listing_17_1.jpg,1,65,284,350,,copied
Northern England,18,Lindisfarne,northern_england_listing_18_1.jpg,1,66,284,425,,copied
Northern England,18,Lindisfarne,northern_england_listing_18_2.jpg,2,66,579,422,,copied
Northern England,18,Lindisfarne,northern_england_listing_18_3.jpg,3,66,284,199,,copied
Northern England,19,"Longwitton Dragon's Den, Hartburn",northern_england_listing_19_1.jpg,1,66,577,327,,copied
Northern England,20,"Pin Well, Wooler",northern_england_listing_20_1.jpg,1,66,579,421,,copied
Northern England,21,"Sewingshields Crags, Haydon Bridge",northern_england_listing_21_1.jpg,1,66,577,327,,copied
Northern England,22,"Simonside Hills, Great Tosson",northern_england_listing_22_1.jpg,1,67,581,499,,copied
Northern England,23,Spindlestone & Bamburgh Castle,northern_england_listing_23_1.jpg,1,67,878,553,,copied
Northern England,23,Spindlestone & Bamburgh Castle,northern_england_listing_23_2.jpg,2,67,581,316,,copied
Northern England,23,Spindlestone & Bamburgh Castle,northern_england_listing_23_3.jpg,3,67,284,312,,copied
Northwest Highlands & Western Isles,1,"Coille Loch an Draing, Midtown",northwest_highlands_western_isles_listing_01_1.jpg,1,113,878,618,,copied
Northwest Highlands & Western Isles,2,Dundreggan Fairy Knoll,northwest_highlands_western_isles_listing_02_1.jpg,1,113,577,238,,copied
Northwest Highlands & Western Isles,3,"Isle Maree, Talladale",northwest_highlands_western_isles_listing_03_1.jpg,1,113,282,316,,copied
Northwest Highlands & Western Isles,3,"Isle Maree, Talladale",northwest_highlands_western_isles_listing_03_2.jpg,2,113,577,316,,copied
Northwest Highlands & Western Isles,3,"Isle Maree, Talladale",northwest_highlands_western_isles_listing_03_3.jpg,3,113,873,341,,copied
Northwest Highlands & Western Isles,4,"Isle of Muck, Port Mòr",northwest_highlands_western_isles_listing_04_1.jpg,1,114,581,580,,copied
Northwest Highlands & Western Isles,5,"Lochan Sgeireach, 'The Fairy Lochs', Shieldaig",northwest_highlands_western_isles_listing_05_1.jpg,1,114,577,260,,copied
Northwest Highlands & Western Isles,5,"Lochan Sgeireach, 'The Fairy Lochs', Shieldaig",northwest_highlands_western_isles_listing_05_2.jpg,2,114,874,507,,copied
Northwest Highlands & Western Isles,6,Loch Morar,northwest_highlands_western_isles_listing_06_1.jpg,1,114,282,258,,copied
Northwest Highlands & Western Isles,7,"Sandwood Bay, Blairmore",northwest_highlands_western_isles_listing_07_1.jpg,1,114,874,313,,copied
Northwest Highlands & Western Isles,8,"Smoo Cave, Durness",northwest_highlands_western_isles_listing_08_1.jpg,1,115,878,570,,copied
Northwest Highlands & Western Isles,9,"Dunscaith Castle, Tokavaig",northwest_highlands_western_isles_listing_09_1.jpg,1,115,874,359,,copied
Northwest Highlands & Western Isles,10,Duns of Bracadale,northwest_highlands_western_isles_listing_10_1.jpg,1,115,874,362,,copied
Northwest Highlands & Western Isles,10,Duns of Bracadale,northwest_highlands_western_isles_listing_10_2.jpg,2,115,578,353,,copied
Northwest Highlands & Western Isles,11,Dunvegan Castle,northwest_highlands_western_isles_listing_11_1.jpg,1,116,284,268,,copied
Northwest Highlands & Western Isles,11,Dunvegan Castle,northwest_highlands_western_isles_listing_11_2.jpg,2,116,282,268,,copied
Northwest Highlands & Western Isles,11,Dunvegan Castle,northwest_highlands_western_isles_listing_11_3.jpg,3,116,284,268,,copied
Northwest Highlands & Western Isles,12,"Fairy Glen, Uig",northwest_highlands_western_isles_listing_12_1.jpg,1,116,874,566,,copied
Northwest Highlands & Western Isles,13,Fairy Pools & the Cuillin Hills,northwest_highlands_western_isles_listing_13_1.jpg,1,116,874,524,,copied
Northwest Highlands & Western Isles,13,Fairy Pools & the Cuillin Hills,northwest_highlands_western_isles_listing_13_2.jpg,2,116,581,414,,copied
Northwest Highlands & Western Isles,14,Loch Sheanta & the Quiraing,northwest_highlands_western_isles_listing_14_1.jpg,1,117,577,355,,copied
Northwest Highlands & Western Isles,14,Loch Sheanta & the Quiraing,northwest_highlands_western_isles_listing_14_2.jpg,2,117,577,355,,copied
Northwest Highlands & Western Isles,15,"Old Man of Storr, Portree",northwest_highlands_western_isles_listing_15_1.jpg,1,117,581,566,,copied
Northwest Highlands & Western Isles,16,"Tobar na h-Annait, Kilbride",northwest_highlands_western_isles_listing_16_1.jpg,1,117,284,253,,copied
Northwest Highlands & Western Isles,17,"Beinn Mhòr, South Uist",northwest_highlands_western_isles_listing_17_1.jpg,1,117,284,253,,copied
Northwest Highlands & Western Isles,18,"Stinky Bay, Benbecula",northwest_highlands_western_isles_listing_18_1.jpg,1,117,284,257,,copied
Northwest Highlands & Western Isles,18,"Stinky Bay, Benbecula",northwest_highlands_western_isles_listing_18_2.jpg,2,118,284,272,,copied
Northwest Highlands & Western Isles,19,"Vallay Island, North Uist",northwest_highlands_western_isles_listing_19_1.jpg,1,118,284,268,,copied
Northwest Highlands & Western Isles,20,"Dun Bhuirgh, Harris",northwest_highlands_western_isles_listing_20_1.jpg,1,118,284,411,,copied
Northwest Highlands & Western Isles,21,"Callanish Stones, Lewis",northwest_highlands_western_isles_listing_21_1.jpg,1,118,874,536,,copied
Scottish Lowlands,1,"Burnswark Hill, Ecclefechan",scottish_lowlands_listing_01_1.jpg,1,90,876,600,,copied
Scottish Lowlands,2,"Caerlaverock Castle, Shearington",scottish_lowlands_listing_02_1.jpg,1,90,581,486,,copied
Scottish Lowlands,3,"Hart Fell Spa, Moffat",scottish_lowlands_listing_03_1.jpg,1,90,284,558,,copied
Scottish Lowlands,3,"Hart Fell Spa, Moffat",scottish_lowlands_listing_03_2.jpg,2,90,581,407,,copied
Scottish Lowlands,4,"Lochmaben Stone, Gretna",scottish_lowlands_listing_04_1.jpg,1,91,578,357,,copied
Scottish Lowlands,5,Mull of Galloway & The Rhins,scottish_lowlands_listing_05_1.jpg,1,91,578,360,,copied
Scottish Lowlands,5,Mull of Galloway & The Rhins,scottish_lowlands_listing_05_2.jpg,2,91,578,359,,copied
Scottish Lowlands,6,"Nithsdale, Sanquhar",scottish_lowlands_listing_06_1.jpg,1,91,579,359,Witches’ Craig,copied
Scottish Lowlands,6,"Nithsdale, Sanquhar",scottish_lowlands_listing_06_2.jpg,2,91,578,360,,copied
Scottish Lowlands,6,"Nithsdale, Sanquhar",scottish_lowlands_listing_06_3.jpg,3,91,283,358,,copied
Scottish Lowlands,7,"St Medana's Well, Monreith",scottish_lowlands_listing_07_1.jpg,1,92,284,541,,copied
Scottish Lowlands,8,"St Queran's Well, Islesteps",scottish_lowlands_listing_08_1.jpg,1,92,577,545,,copied
Scottish Lowlands,9,Dragon of Linton,scottish_lowlands_listing_09_1.jpg,1,92,577,238,,copied
Scottish Lowlands,9,Dragon of Linton,scottish_lowlands_listing_09_2.jpg,2,92,284,240,,copied
Scottish Lowlands,10,"Edin's Hall Broch, Duns",scottish_lowlands_listing_10_1.jpg,1,92,876,411,,copied
Scottish Lowlands,10,"Edin's Hall Broch, Duns",scottish_lowlands_listing_10_2.jpg,2,93,579,359,,copied
Scottish Lowlands,11,"Eildon Hills, Melrose",scottish_lowlands_listing_11_1.jpg,1,93,875,544,,copied
Scottish Lowlands,12,"Merlindale, Drumelzier",scottish_lowlands_listing_12_1.jpg,1,93,577,361,,copied
Scottish Lowlands,12,"Merlindale, Drumelzier",scottish_lowlands_listing_12_2.jpg,2,93,284,359,,copied
Scottish Lowlands,15,"Cleeves Cove, Dalry",scottish_lowlands_listing_15_1.jpg,1,95,874,564,,copied
Scottish Lowlands,16,"St Fillan's Well, Kilmacolm",scottish_lowlands_listing_16_1.jpg,1,95,284,524,,copied
Scottish Lowlands,17,Turnberry Point,scottish_lowlands_listing_17_1.jpg,1,95,874,564,,copied
Scottish Lowlands,17,Turnberry Point,scottish_lowlands_listing_17_2.jpg,2,95,581,522,,copied
Scottish Lowlands,18,Strathaven Fairy Mound,scottish_lowlands_listing_18_1.jpg,1,96,581,541,,copied
Scottish Lowlands,18,Strathaven Fairy Mound,scottish_lowlands_listing_18_2.jpg,2,96,581,541,,copied
Scottish Lowlands,19,"Arthur's Seat, Edinburgh",scottish_lowlands_listing_19_1.jpg,1,96,581,541,,copied
Scottish Lowlands,20,Roslin Glen,scottish_lowlands_listing_20_1.jpg,1,96,579,543,,copied
Scottish Lowlands,20,Roslin Glen,scottish_lowlands_listing_20_2.jpg,2,96,284,539,,copied
Scottish Lowlands,20,Roslin Glen,scottish_lowlands_listing_20_3.jpg,3,96,284,257,,copied
Scottish Lowlands,20,Roslin Glen,scottish_lowlands_listing_20_4.jpg,4,96,284,274,,copied
Scottish Lowlands,20,Roslin Glen,scottish_lowlands_listing_20_5.jpg,5,97,577,863,,copied
Scottish Lowlands,21,"Traprain Law, East Linton",scottish_lowlands_listing_21_1.jpg,1,97,579,414,,copied
Scottish Lowlands,21,"Traprain Law, East Linton",scottish_lowlands_listing_21_2.jpg,2,97,280,416,,copied
South Wales,1,"Arthur's Stone, Reynoldston",south_wales_listing_01_1.jpg,1,76,874,543,,copied
South Wales,2,Caerphilly Castle,south_wales_listing_02_1.jpg,1,76,874,546,,copied
South Wales,3,"Dunraven, Southerndown",south_wales_listing_03_1.jpg,1,76,577,347,,copied
South Wales,4,"Llyn Fawr, Blaenrhodda",south_wales_listing_04_1.jpg,1,76,280,187,,copied
South Wales,5,Ogmore Castle & Arthur's Stone,south_wales_listing_05_1.jpg,1,77,579,347,,copied
South Wales,5,Ogmore Castle & Arthur's Stone,south_wales_listing_05_2.jpg,2,77,280,187,,copied
South Wales,5,Ogmore Castle & Arthur's Stone,south_wales_listing_05_3.jpg,3,77,280,187,,copied
South Wales,6,Pennard Castle,south_wales_listing_06_1.jpg,1,77,874,553,,copied
South Wales,7,"Reynard's Cave, Tresilian Bay",south_wales_listing_07_1.jpg,1,77,581,533,,copied
South Wales,8,St Lythans Dolmen,south_wales_listing_08_1.jpg,1,77,284,253,,copied
South Wales,8,St Lythans Dolmen,south_wales_listing_08_2.jpg,2,77,284,266,,copied
South Wales,9,"Worm's Head, Rhosslli",south_wales_listing_09_1.jpg,1,78,876,573,,copied
South Wales,10,Caerleon,south_wales_listing_10_1.jpg,1,78,284,247,,copied
South Wales,10,Caerleon,south_wales_listing_10_2.jpg,2,78,255,280,,copied
South Wales,11,"Cwm Pwca, Clydach Gorge",south_wales_listing_11_1.jpg,1,78,284,385,,copied
South Wales,11,"Cwm Pwca, Clydach Gorge",south_wales_listing_11_2.jpg,2,78,577,298,,copied
South Wales,12,"Kilgwrrwg Church, Newchurch",south_wales_listing_12_1.jpg,1,78,581,387,,copied
South Wales,13,"St Anne's Well, Trellech",south_wales_listing_13_1.jpg,1,79,874,564,,copied
South Wales,14,"St Cybi's Well & Stone, Llangybi",south_wales_listing_14_1.jpg,1,79,284,302,,copied
South Wales,14,"St Cybi's Well & Stone, Llangybi",south_wales_listing_14_2.jpg,2,79,284,302,,copied
South Wales,15,"Skirrid Fawr, Abergavenny",south_wales_listing_15_1.jpg,1,79,878,566,,copied
South Wales,16,"Fish Stone, Tretower",south_wales_listing_16_1.jpg,1,80,284,278,,copied
South Wales,17,Llandeilo Graban Church,south_wales_listing_17_1.jpg,1,80,284,263,,copied
South Wales,18,"Llanfeugan Church, Pencelli",south_wales_listing_18_1.jpg,1,80,874,526,,copied
South Wales,19,"Llyn Gwyn, Nant Glas",south_wales_listing_19_1.jpg,1,80,284,280,,copied
South Wales,20,"Maen-du Well, Brecon",south_wales_listing_20_1.jpg,1,80,284,280,,copied
South Wales,21,"St Issui's Well, Partrishow",south_wales_listing_21_1.jpg,1,80,581,503,,copied
South Wales,22,Ystradfellte and the Vale of Neath,south_wales_listing_22_1.jpg,1,81,878,546,,copied
South Wales,22,Ystradfellte and the Vale of Neath,south_wales_listing_22_2.jpg,2,81,581,542,,copied
South Wales,22,Ystradfellte and the Vale of Neath,south_wales_listing_22_3.jpg,3,81,285,542,,copied
Southeast England,1,"Cold Pixies Barrow & The New Forest, Beaulieu",southeast_england_listing_01_1.jpg,1,33,874,544,,copied
Southeast England,1,"Cold Pixies Barrow & The New Forest, Beaulieu",southeast_england_listing_01_2.jpg,2,33,284,273,,copied
Southeast England,2,Godshill,southeast_england_listing_02_1.jpg,1,33,284,255,,copied
Southeast England,3,"The Longstone, Mottistone",southeast_england_listing_03_1.jpg,1,33,581,542,,copied
Southeast England,4,"Chanctonbury Ring, Washington",southeast_england_listing_04_1.jpg,1,33,579,542,,copied
Southeast England,5,"Cissbury Ring, Findon",southeast_england_listing_05_1.jpg,1,34,581,416,,copied
Southeast England,6,"Devil's Dyke, Poynings",southeast_england_listing_06_1.jpg,1,34,581,391,,copied
Southeast England,7,"Devil's Humps, Stoughton",southeast_england_listing_07_1.jpg,1,34,579,257,,copied
Southeast England,8,Alfriston Church,southeast_england_listing_08_1.jpg,1,34,878,564,,copied
Southeast England,9,"Ditchling Beacon, Westmeston",southeast_england_listing_09_1.jpg,1,35,581,506,,copied
Southeast England,10,Firle Beacon & the Long Man of Wilmington,southeast_england_listing_10_1.jpg,1,35,284,309,,copied
Southeast England,11,"Mount Caburn, Glynde",southeast_england_listing_11_1.jpg,1,35,284,309,,copied
Southeast England,12,"Coldrum Long Barrow, Trottiscliffe",southeast_england_listing_12_1.jpg,1,35,874,505,,copied
Southeast England,13,"Devil's Jumps, Churt",southeast_england_listing_13_1.jpg,1,35,577,287,,copied
Southeast England,13,"Devil's Jumps, Churt",southeast_england_listing_13_2.jpg,2,36,878,564,,copied
Southeast England,13,"Devil's Jumps, Churt",southeast_england_listing_13_3.jpg,3,36,284,255,,copied
Southeast England,13,"Devil's Jumps, Churt",southeast_england_listing_13_4.jpg,4,36,284,256,,copied
Southeast England,14,"St Mary's Well, Dunsfold",southeast_england_listing_14_1.jpg,1,36,878,564,,copied
Southeast England,14,"St Mary's Well, Dunsfold",southeast_england_listing_14_2.jpg,2,36,284,253,,copied
Southeast England,15,"St Blaise Well, Bromley",southeast_england_listing_15_1.jpg,1,36,284,253,,copied
Southeast England,16,"White Mount, Tower of London",southeast_england_listing_16_1.jpg,1,37,284,269,,copied
Southeast England,17,"Beedon Barrow, Stanmore",southeast_england_listing_17_1.jpg,1,37,284,274,,copied
Southeast England,18,"Grimsbury Castle, Cold Ash",southeast_england_listing_18_1.jpg,1,37,581,556,,copied
Southeast England,19,Windsor Great Park,southeast_england_listing_19_1.jpg,1,37,284,274,,copied
Southeast England,20,Rollright Stones,southeast_england_listing_20_1.jpg,1,37,284,271,,copied
Southeast England,20,Rollright Stones,southeast_england_listing_20_2.jpg,2,37,303,542,,copied
Southeast England,20,Rollright Stones,southeast_england_listing_20_3.jpg,3,37,577,270,,copied
Southeast England,21,"St Margaret's Well, Binsey & Oxford",southeast_england_listing_21_1.jpg,1,38,579,263,,copied
Southeast England,22,Uffington White Horse & Dragon Hill,southeast_england_listing_22_1.jpg,1,38,579,265,,copied
Southeast England,23,"Wayland's Smithy, Ashbury",southeast_england_listing_23_1.jpg,1,38,878,362,,copied
Southwest England,1,"Agglestone & Old Harry Rocks, Studland",southwest_england_listing_01_1.jpg,1,22,581,458,,copied
Southwest England,1,"Agglestone & Old Harry Rocks, Studland",southwest_england_listing_01_2.jpg,2,22,579,311,,copied
Southwest England,2,"Badbury Rings, Shapwick",southwest_england_listing_02_1.jpg,1,22,577,309,,copied
Southwest England,3,"Blue Pool, Furzebrook",southwest_england_listing_03_1.jpg,1,22,579,457,,copied
Southwest England,4,Cerne Abbas Giant & St Augustine's Well,southwest_england_listing_04_1.jpg,1,22,577,308,,copied
Southwest England,4,Cerne Abbas Giant & St Augustine's Well,southwest_england_listing_04_2.jpg,2,22,577,308,,copied
Southwest England,5,"Church Ope Cove, Portland",southwest_england_listing_05_1.jpg,1,23,581,520,,copied
Southwest England,6,"Eggardon Hillfort, West Compton",southwest_england_listing_06_1.jpg,1,23,581,305,,copied
Southwest England,7,Knowlton Henge,southwest_england_listing_07_1.jpg,1,23,878,525,,copied
Southwest England,8,"Lewcombe Church & Castle Hill, East Chelborough",southwest_england_listing_08_1.jpg,1,23,874,568,,copied
Southwest England,9,"Maiden Castle, Dorchester",southwest_england_listing_09_1.jpg,1,24,581,284,,copied
Southwest England,10,"Nine Stones, Winterbourne Abbas",southwest_england_listing_10_1.jpg,1,24,284,280,,copied
Southwest England,11,Upwey Wishing Well,southwest_england_listing_11_1.jpg,1,24,581,479,,copied
Southwest England,12,"Aquae Sulis, Bath",southwest_england_listing_12_1.jpg,1,24,876,605,,copied
Southwest England,12,"Aquae Sulis, Bath",southwest_england_listing_12_2.jpg,2,24,284,227,,copied
Southwest England,12,"Aquae Sulis, Bath",southwest_england_listing_12_3.jpg,3,24,284,238,,copied
Southwest England,13,"Avon Gorge, Bristol",southwest_england_listing_13_1.jpg,1,25,577,375,,copied
Southwest England,13,"Avon Gorge, Bristol",southwest_england_listing_13_2.jpg,2,25,284,257,,copied
Southwest England,13,"Avon Gorge, Bristol",southwest_england_listing_13_3.jpg,3,25,282,254,,copied
Southwest England,14,"Cadbury Castle, South Cadbury",southwest_england_listing_14_1.jpg,1,25,284,640,,copied
Southwest England,14,"Cadbury Castle, South Cadbury",southwest_england_listing_14_2.jpg,2,25,878,640,,copied
Southwest England,15,"Castle Neroche and the Blackdown Hills, Buckland St Mary",southwest_england_listing_15_1.jpg,1,26,577,375,,copied
Southwest England,15,"Castle Neroche and the Blackdown Hills, Buckland St Mary",southwest_england_listing_15_2.jpg,2,26,284,371,,copied
Southwest England,16,"Dowsborough Hillfort & Shervage Wood, Nether Stowey",southwest_england_listing_16_1.jpg,1,26,577,373,,copied
Southwest England,17,Glastonbury,southwest_england_listing_17_1.jpg,1,26,878,375,,copied
Southwest England,17,Glastonbury,southwest_england_listing_17_2.jpg,2,26,284,256,,copied
Southwest England,17,Glastonbury,southwest_england_listing_17_3.jpg,3,26,284,446,,copied
Southwest England,17,Glastonbury,southwest_england_listing_17_4.jpg,4,27,874,541,,copied
Southwest England,17,Glastonbury,southwest_england_listing_17_5.jpg,5,27,874,549,,copied
Southwest England,18,"Goblin Combe, Cleeve",southwest_england_listing_18_1.jpg,1,27,577,350,,copied
Southwest England,19,"St Agnes' Well 'The Pixie Well', Cothelstone",southwest_england_listing_19_1.jpg,1,27,284,252,,copied
Southwest England,20,"St Aldhelm's Well, Doulting",southwest_england_listing_20_1.jpg,1,28,284,289,,copied
Southwest England,21,"St Audrie's Bay, West Quantoxhead",southwest_england_listing_21_1.jpg,1,28,874,493,,copied
Southwest England,21,"St Audrie's Bay, West Quantoxhead",southwest_england_listing_21_2.jpg,2,28,284,287,,copied
Southwest England,22,Stanton Drew Stone Circles & Maes Knoll,southwest_england_listing_22_1.jpg,1,28,284,289,,copied
Southwest England,22,Stanton Drew Stone Circles & Maes Knoll,southwest_england_listing_22_2.jpg,2,28,581,491,,copied
Southwest England,22,Stanton Drew Stone Circles & Maes Knoll,southwest_england_listing_22_3.jpg,3,28,281,187,,copied
Southwest England,23,Stoney Littleton Long Barrow,southwest_england_listing_23_1.jpg,1,29,577,373,,copied
Southwest England,24,"Weacombe Hill, Bicknoller",southwest_england_listing_24_1.jpg,1,29,577,373,,copied
Southwest England,25,"Winsford Hill Wambarrows, Withypool",southwest_england_listing_25_1.jpg,1,29,876,580,,copied
Southwest England,25,"Winsford Hill Wambarrows, Withypool",southwest_england_listing_25_2.jpg,2,29,580,506,,copied
Southwest England,26,"Worlebury Hill, Weston-super-Mare",southwest_england_listing_26_1.jpg,1,30,284,230,,copied
Southwest England,27,"Adam's Grave & The Wansdyke, Alton Priors",southwest_england_listing_27_1.jpg,1,30,878,625,,copied
Southwest England,28,Avebury,southwest_england_listing_28_1.jpg,1,30,877,623,,copied
Southwest England,28,Avebury,southwest_england_listing_28_2.jpg,2,30,284,222,,copied
Southwest England,28,Avebury,southwest_england_listing_28_3.jpg,3,31,281,188,,copied
Southwest England,28,Avebury,southwest_england_listing_28_4.jpg,4,31,581,500,,copied
Southwest England,28,Avebury,southwest_england_listing_28_5.jpg,5,31,284,296,,copied
Southwest England,28,Avebury,southwest_england_listing_28_6.jpg,6,31,874,583,,copied
Southwest England,29,"Cley Hill, Warminster",southwest_england_listing_29_1.jpg,1,31,284,253,,copied
Southwest England,29,"Cley Hill, Warminster",southwest_england_listing_29_2.jpg,2,31,284,233,,copied
Southwest England,30,"Stonehenge, Amesbury",southwest_england_listing_30_1.jpg,1,32,878,564,,copied
Southwest England,30,"Stonehenge, Amesbury",southwest_england_listing_30_2.jpg,2,32,577,359,,copied
Southwest England,30,"Stonehenge, Amesbury",southwest_england_listing_30_3.jpg,3,32,581,408,,copied
Southwest Wales,1,"Cemaes Head, St Dogmaels",southwest_wales_listing_01_1.jpg,1,82,878,501,,copied
Southwest Wales,1,"Cemaes Head, St Dogmaels",southwest_wales_listing_01_2.jpg,2,82,280,358,,copied
Southwest Wales,2,"Cerrig Meibion Arthur, Mynachlog-ddu",southwest_wales_listing_02_1.jpg,1,82,284,503,,copied
Southwest Wales,3,"Frenni Fawr, Crymych",southwest_wales_listing_03_1.jpg,1,82,615,542,,copied
Southwest Wales,4,Llanwnda Church,southwest_wales_listing_04_1.jpg,1,83,284,253,,copied
Southwest Wales,4,Llanwnda Church,southwest_wales_listing_04_2.jpg,2,83,284,253,,copied
Southwest Wales,5,Nevern & Carn Ingli,southwest_wales_listing_05_1.jpg,1,83,581,562,,copied
Southwest Wales,5,Nevern & Carn Ingli,southwest_wales_listing_05_2.jpg,2,83,282,562,,copied
Southwest Wales,5,Nevern & Carn Ingli,southwest_wales_listing_05_3.jpg,3,83,284,253,,copied
Southwest Wales,6,"Pentre Ifan, Brynberian",southwest_wales_listing_06_1.jpg,1,83,284,253,,copied
Southwest Wales,7,St David’s,southwest_wales_listing_07_1.jpg,1,84,284,387,,copied
Southwest Wales,7,St David’s,southwest_wales_listing_07_2.jpg,2,84,577,385,,copied
Southwest Wales,8,"St Govan’s Chapel, Bosherston",southwest_wales_listing_08_1.jpg,1,84,577,385,,copied
Southwest Wales,9,"St Teilo’s Well, Maenclochog",southwest_wales_listing_09_1.jpg,1,84,579,389,,copied
Southwest Wales,9,"St Teilo’s Well, Maenclochog",southwest_wales_listing_09_2.jpg,2,84,284,385,,copied
Southwest Wales,10,Tenby & Caldey Island,southwest_wales_listing_10_1.jpg,1,84,280,354,,copied
Southwest Wales,10,Tenby & Caldey Island,southwest_wales_listing_10_2.jpg,2,85,878,593,,copied
Southwest Wales,10,Tenby & Caldey Island,southwest_wales_listing_10_3.jpg,3,85,581,287,,copied
Southwest Wales,11,"Carreg Cennen, Trapp",southwest_wales_listing_11_1.jpg,1,85,581,596,,copied
Southwest Wales,11,"Carreg Cennen, Trapp",southwest_wales_listing_11_2.jpg,2,85,285,591,,copied
Southwest Wales,12,Carreg Pumsaint,southwest_wales_listing_12_1.jpg,1,85,581,494,,copied
Southwest Wales,13,"Gwâl y Filiast (Arthur’s Table), Llanglydwen",southwest_wales_listing_13_1.jpg,1,86,577,373,,copied
Southwest Wales,14,"Llyn Llech Owain, Gorslas",southwest_wales_listing_14_1.jpg,1,86,577,373,,copied
Southwest Wales,15,"Llyn y Fan Fach, Llanddeusant",southwest_wales_listing_15_1.jpg,1,86,874,564,,copied
Southwest Wales,16,"Merlin’s Hill, Carmarthen",southwest_wales_listing_16_1.jpg,1,86,581,522,,copied
Southwest Wales,16,"Merlin’s Hill, Carmarthen",southwest_wales_listing_16_2.jpg,2,87,874,549,,copied
Southwest Wales,17,"St Anthony’s Well, Llansteffan",southwest_wales_listing_17_1.jpg,1,87,284,545,,copied
Southwest Wales,17,"St Anthony’s Well, Llansteffan",southwest_wales_listing_17_2.jpg,2,87,874,543,,copied
Southwest Wales,18,"St Canna’s Chair, Llangan, Whitland",southwest_wales_listing_18_1.jpg,1,87,581,545,,copied
Southwest Wales,19,"Bedd Taliesin, Tal-y-bont",southwest_wales_listing_19_1.jpg,1,88,874,575,,copied
Southwest Wales,20,"Cwm Mabws, Llanrhystud",southwest_wales_listing_20_1.jpg,1,88,878,679,,copied
Southwest Wales,20,"Cwm Mabws, Llanrhystud",southwest_wales_listing_20_2.jpg,2,88,284,241,,copied
Southwest Wales,21,"Plynlimon, Ponterwyd",southwest_wales_listing_21_1.jpg,1,88,581,407,,copied
Southwest Wales,22,"Sarn Cynfelyn, Borth",southwest_wales_listing_22_1.jpg,1,89,581,375,,copied
Southwest Wales,23,Ysbyty Cynfyn Churchyard,southwest_wales_listing_23_1.jpg,1,89,577,375,,copied
Southwest Wales,23,Ysbyty Cynfyn Churchyard,southwest_wales_listing_23_2.jpg,2,89,581,709,,copied
West Midlands & the Welsh Marches,1,Devil's Pulpit & The Wye Valley,west_midlands_the_welsh_marches_listing_01_1.jpg,1,39,878,661,,copied
